Date,Close,High,Low,Open,Volume
1/21/2020,21.93984604,21.9715972,21.81284284,21.90809487,8517485
1/22/2020,21.87633896,21.90809012,21.81283811,21.87633896,6215751
1/23/2020,21.87633896,21.87633896,21.74933579,21.84458927,7192433
1/26/2020,21.78108406,21.81283522,21.62232975,21.71758175,9257143
1/27/2020,21.74934006,21.74934006,21.62233686,21.74934006,8758776
1/28/2020,21.74934006,21.74934006,21.62233686,21.71758889,8813615
1/29/2020,21.84459496,21.84459496,21.62233825,21.65408942,10761242
1/30/2020,21.68583679,21.84459113,21.68583679,21.84459113,6889782
2/2/2020,21.55883408,21.6540861,21.49533175,21.6540861,13991469
2/3/2020,21.55883408,21.59058377,21.46358059,21.49533175,10062499
2/4/2020,21.49533272,21.59058474,21.43183039,21.52708242,9112708
2/5/2020,21.36832809,21.5588336,21.33657693,21.46358011,11068032
2/6/2020,21.20957375,21.43182895,21.14607142,21.36832809,11614195
2/9/2020,21.62233925,21.62233925,20.82856736,21.17782728,21426588
2/10/2020,21.33657837,21.55883505,21.30482721,21.55883505,7540306
2/11/2020,21.24132156,21.36832472,21.17781925,21.30482241,5120739
2/12/2020,21.08257103,21.24132538,21.05081987,21.20957421,7201967
2/13/2020,21.01906967,21.14607286,20.70156096,21.082572,18688399
2/16/2020,21.01906967,21.01906967,21.01906967,21.01906967,0
2/17/2020,21.01906967,21.082572,20.79681299,20.82856415,9483416
2/18/2020,21.08257103,21.14607189,20.89206552,20.98731754,6499644
2/19/2020,21.20957375,21.20957375,21.0508194,21.08257056,5894103
2/20/2020,21.36832809,21.40007779,21.14607143,21.20957375,8693188
2/23/2020,21.62233925,21.68584159,21.27307932,21.46358487,13747169
2/24/2020,21.20957375,21.55883359,21.11432026,21.55883359,10156974
2/25/2020,21.2730751,21.33657743,20.98731757,21.08257106,10346653
2/26/2020,21.24132156,21.27307125,21.01906493,21.14606809,7981719
2/27/2020,21.17781639,21.17781639,21.01906209,21.11431409,21789663
3/1/2020,20.7333107,20.89206504,20.5428052,20.89206504,15937816
3/2/2020,20.82856369,21.05082037,20.79681253,20.79681253,14572666
3/3/2020,20.98731613,21.05081845,20.92381381,20.98731613,9742098
3/4/2020,20.98731613,21.01906729,20.79681064,20.89206412,10128925
3/5/2020,20.9555645,21.08256914,20.92381334,20.98731566,4802784
3/8/2020,19.05051613,20.2570486,18.9870138,20.2570486,28421368
3/9/2020,18.00273514,18.19323916,17.1454612,17.1454612,41132955
3/10/2020,19.7807827,19.7807827,18.54249924,18.54249924,31647450
3/11/2020,18.86001015,20.00304027,18.47899913,20.00304027,27448991
3/12/2020,18.41549492,18.7965044,17.78047765,18.41549492,25603130
3/15/2020,18.22498894,18.89175734,18.12973694,18.38374325,19211347
3/16/2020,17.65347481,17.97098345,17.55822134,17.84398028,15051263
3/17/2020,18.479002,18.89176424,17.65348044,17.65348044,20313512
3/18/2020,18.41549492,19.01876103,18.38374376,18.47899577,16004656
3/19/2020,18.68530655,18.84446447,18.17599622,18.36698778,19234391
3/22/2020,18.39881325,18.74896409,18.30331823,18.49430973,8682535
3/23/2020,18.20782661,18.39881817,18.14416374,18.39881817,6432514
3/24/2020,18.78079987,19.0036221,18.55797616,18.55797616,12125193
3/25/2020,18.84446526,19.25828056,18.58981082,19.09912116,23931994
3/26/2020,19.03545189,19.09911622,18.87629254,18.87629254,6766584
3/29/2020,19.03545189,19.13094691,18.65347033,18.97178903,8134082
3/30/2020,19.06728935,19.13095223,18.9717943,19.06728935,5762749
3/31/2020,19.19461441,19.25827875,19.03545503,19.03545503,8024432
4/1/2020,19.48109818,19.57659467,19.03545228,19.16278094,11589101
4/2/2020,20.14957047,20.14957047,19.70392451,19.70392451,17442775
4/5/2020,20.05407715,20.72254693,20.05407715,20.40422812,29136819
4/6/2020,20.34056091,20.37239161,20.05407288,20.21323371,7230047
4/7/2020,20.37239265,20.37239265,20.18140258,20.34056195,7361770
4/8/2020,20.37239265,20.37239265,20.21323475,20.37239265,6699503
4/9/2020,20.40422249,20.46788682,20.30872746,20.37239032,9647112
4/12/2020,20.14957047,20.37239271,19.99041109,20.37239271,8958566
4/13/2020,19.7994175,20.24506341,19.7675868,20.18140054,8978691
4/14/2020,19.7994175,20.02224119,19.6720903,19.86308183,7166278
4/15/2020,19.54475784,19.76758147,19.44926137,19.76758147,5359154
4/16/2020,19.09911728,19.51293103,19.03545295,19.51293103,9234436
4/19/2020,19.19461441,19.29011092,19.09911937,19.13095007,5658347
4/20/2020,19.09911728,19.13094798,18.93995792,19.13094798,4886326
4/21/2020,18.71713638,18.9399601,18.4306498,18.78080072,7244393
4/22/2020,18.90812683,19.03545403,18.46248089,18.46248089,7185288
4/23/2020,19.09911728,19.22644447,19.00362078,19.09911728,5664648
4/26/2020,19.67209435,19.76759086,19.16278547,19.29011269,6697454
4/27/2020,19.60842705,19.79941858,19.44926768,19.67209138,5704086
4/28/2020,19.54475784,19.64025284,19.44926137,19.51292569,3756876
4/29/2020,19.70392418,19.73575635,19.57659697,19.57659697,4098787
4/30/2020,20.14957047,20.2132348,19.76758885,19.76758885,10318469
5/3/2020,19.09911728,19.22644447,18.87629359,19.09911728,10301328
5/4/2020,19.41743469,19.73575339,18.87629232,19.0036195,10440601
5/5/2020,19.92674446,20.08590529,19.73575441,19.76758657,13064143
5/6/2020,19.89491272,20.3405586,19.86308056,20.21323142,8286741
5/7/2020,19.73575783,19.86308504,19.5129341,19.76759,7601435
5/10/2020,19.83124924,19.99040859,19.79941707,19.89491357,3408792
5/11/2020,19.67209435,19.83125374,19.19461617,19.60843,5724594
5/12/2020,19.92674446,20.05407165,19.67209008,19.73575441,6202220
5/13/2020,19.9585743,20.08590294,19.92674213,19.99040646,5108868
5/14/2020,19.99040985,19.99040985,19.83125049,19.95857768,5002475
5/17/2020,20.34056091,20.37239161,20.18140155,20.24506441,10217636
5/18/2020,20.59521675,20.69071326,20.37239303,20.37239303,14302220
5/19/2020,21.23184967,21.58199905,20.65887515,20.69070878,28810841
5/20/2020,21.0090313,21.42284657,20.84987191,21.29551936,12168289
5/21/2020,21.0090313,21.29551936,20.97719913,21.26368719,19086462
5/31/2020,21.23540878,21.58933268,21.17105993,21.58933268,10370850
6/1/2020,21.17106056,21.26758459,21.13888539,21.20323425,8007592
6/2/2020,21.01018906,21.20323714,20.91366502,21.17106345,7188626
6/3/2020,21.07453728,21.1710628,20.91366438,21.10671245,7497426
6/4/2020,20.72061729,21.04236611,20.68844212,21.01019093,8375045
6/7/2020,20.84931183,21.0101862,20.81713666,20.88148551,4273229
6/8/2020,20.75279045,20.84931598,20.68844158,20.78496563,8484823
6/9/2020,20.7849617,20.7849617,20.6562625,20.6562625,5510463
6/10/2020,20.7849617,20.7849617,20.68843767,20.75278653,3905258
6/11/2020,20.81714058,20.81714058,20.624091,20.72061653,4608683
6/14/2020,20.75279045,20.78496563,20.68844158,20.75279045,3798502
6/15/2020,20.75279045,20.78496563,20.68844158,20.72061676,4697861
6/16/2020,20.94583702,21.17106175,20.78496264,20.78496264,9408425
6/17/2020,21.01018906,21.04236423,20.91366502,20.97801388,6370152
6/18/2020,21.29975891,21.29975891,20.97801018,20.97801018,31011717
6/21/2020,21.17106056,21.3641101,21.17106056,21.3641101,5584567
6/22/2020,21.10671425,21.2032383,21.0101902,21.1710646,6643440
6/23/2020,21.17106056,21.20323425,20.97801102,21.10671022,4798205
6/24/2020,21.10671425,21.1710646,21.07453907,21.13888943,4166927
6/25/2020,21.04236412,21.07453781,20.97801377,21.01018895,5033468
6/28/2020,20.9780159,21.04236626,20.94584072,20.9780159,2740231
6/29/2020,21.01018906,21.04236423,20.94583871,20.97801388,3881170
6/30/2020,20.91366386,21.04236307,20.91366386,21.0101879,4651056
7/1/2020,21.04236412,21.04236412,20.84931455,20.88148824,2985566
7/2/2020,21.17106056,21.17106056,21.01018619,21.01018619,5889084
7/5/2020,21.10671425,21.1710646,21.07453907,21.13888943,4805340
7/6/2020,21.20323563,21.29976115,21.04236273,21.07453642,11523539
7/7/2020,21.36411285,21.52498724,21.17106329,21.20323698,13568684
7/8/2020,21.3962822,21.46063253,21.29975818,21.36410851,6823309
7/9/2020,21.42845917,21.46063434,21.33193514,21.396284,6086790
7/12/2020,21.52498817,21.62151222,21.39628747,21.42846264,6978547
7/13/2020,21.42845917,21.55715837,21.36411031,21.52498468,4526031
7/14/2020,21.46063423,21.46063423,21.26758469,21.46063423,4215021
7/15/2020,21.52498817,21.52498817,21.39628747,21.39628747,4748896
7/16/2020,21.49280739,21.52498256,21.42845705,21.49280739,3752863
7/19/2020,21.33193779,21.46063701,21.33193779,21.42846183,2222052
7/20/2020,21.29975891,21.33193408,21.13888455,21.29975891,7883479
7/21/2020,21.23540878,21.29975912,21.20323361,21.23540878,4452658
7/22/2020,21.23540878,21.26758395,21.17105993,21.26758395,3015167
7/23/2020,21.23540878,21.23540878,21.17105993,21.17105993,3105370
7/26/2020,21.07453728,21.1710628,21.01018841,21.07453728,5981893
7/27/2020,21.20323563,21.20323563,21.04236273,21.04236273,3985188
7/28/2020,21.23540878,21.23540878,21.17105993,21.20323361,4247246
8/5/2020,21.26758385,21.36410936,21.23540868,21.23540868,9182850
8/6/2020,21.20323563,21.29976115,21.20323563,21.26758597,4547696
8/9/2020,21.26758385,21.33193419,21.17105982,21.20323351,6244352
8/10/2020,21.29975891,21.33193408,21.26758374,21.26758374,6842142
8/11/2020,21.42845917,21.42845917,21.2675848,21.29975997,8422623
8/12/2020,21.55970573,21.55970573,21.46214957,21.52718701,5804975
8/13/2020,21.55970573,21.55970573,21.55970573,21.55970573,0
8/16/2020,21.68977737,21.78733203,21.68977737,21.78733203,4578272
8/17/2020,21.78733253,21.78733253,21.62474044,21.68977788,12979051
8/18/2020,22.1125164,22.1125164,21.72229629,21.75481501,16235730
8/19/2020,22.21007538,22.27511132,21.98244583,22.11251921,12832369
8/20/2020,22.21007538,22.27511132,22.11251921,22.11251921,10463709
8/23/2020,22.17755127,22.21006998,22.11251384,22.21006998,6293489
8/24/2020,22.69785309,22.69785309,22.14503929,22.17755801,20307392
8/25/2020,22.73036575,22.76288447,22.6328111,22.69784854,12982221
8/26/2020,22.69785309,22.73037031,22.56777819,22.69785309,6710375
8/27/2020,22.76288223,22.76288223,22.66532759,22.69784631,9928629
8/30/2020,22.82792473,22.92547939,22.73036856,22.76288729,11392686
8/31/2020,23.1205883,23.1205883,22.79540412,22.82792284,90226629
9/1/2020,22.92547607,23.08806816,22.89295736,23.05554944,11784458
9/2/2020,23.41325378,23.4457725,22.66533076,22.89295879,19946230
9/3/2020,23.41325378,23.67340053,23.34821635,23.41325378,17411419
9/6/2020,23.31570244,23.44577583,23.15311032,23.31570244,8102335
9/7/2020,23.25066376,23.41325586,23.21814504,23.3157012,8002447
9/8/2020,23.3807354,23.41325412,23.25066202,23.25066202,11106956
9/9/2020,23.28318214,23.31570087,23.15310876,23.25066342,8855234
9/10/2020,23.21814537,23.28318281,23.15310943,23.25066409,7403936
9/13/2020,23.3807354,23.44577284,23.15310737,23.2181433,11715585
9/14/2020,23.44577599,23.54333066,23.31570259,23.41325726,14098110
9/15/2020,23.51080894,23.57584488,23.38073408,23.44577151,17674197
9/16/2020,23.57584572,23.64088316,23.44577235,23.543327,16247771
9/17/2020,23.83599281,24.03110363,23.57584606,23.60836478,74552211
9/20/2020,24.03110695,24.06362567,23.77096016,23.80347739,15540269
9/21/2020,24.03110695,24.16118034,23.9660695,24.03110695,16176954
9/22/2020,23.83599281,23.99858491,23.83599281,23.99858491,7456714
9/24/2020,23.8685112,23.90102992,23.70591911,23.80347376,7131498
9/27/2020,23.80347252,23.86850995,23.73843659,23.86850995,6810452
9/28/2020,23.77095795,23.83599389,23.67340179,23.80347517,11544722
9/29/2020,23.54332924,23.77095879,23.54332924,23.73844007,6821538
9/30/2020,23.34821701,23.51081061,23.25066235,23.47829039,6889927
10/1/2020,23.25066376,23.3157012,23.15310909,23.28318248,4355710
10/4/2020,22.82792473,23.0880715,22.82792473,23.0880715,4502020
10/5/2020,23.31570244,23.31570244,22.73036992,22.79540737,7615433
10/6/2020,23.31570244,23.51081328,23.31570244,23.31570244,7018438
10/7/2020,23.28318214,23.38073681,23.12059004,23.31570087,3525406
10/8/2020,23.41325378,23.41325378,23.25066169,23.28318041,3658318
10/11/2020,23.3807354,23.47829005,23.34821668,23.41325412,4595923
10/12/2020,23.3807354,23.41325412,23.28318074,23.3807354,3263680
10/13/2020,23.34821701,23.41325445,23.31569979,23.34821701,3302978
10/14/2020,23.28318214,23.38073681,23.28318214,23.34821809,3238505
10/15/2020,23.28318214,23.31570087,23.2181447,23.28318214,3778228
10/18/2020,23.31570244,23.34821966,23.21814627,23.21814627,2665164
10/19/2020,23.18562317,23.31569804,23.18562317,23.28317932,3060041
10/20/2020,23.08806992,23.15310735,22.92547782,23.08806992,4027470
10/21/2020,22.95799828,23.08807166,22.95799828,22.990517,2869875
10/22/2020,22.95799828,22.95799828,22.82792489,22.95799828,3837228
10/25/2020,22.43770218,22.9579972,22.43770218,22.9579972,5313338
10/26/2020,22.17755127,22.76288212,22.11251384,22.43769798,7994206
10/27/2020,22.43770218,22.43770218,22.21007414,22.21007414,2794481
10/28/2020,22.24259186,22.43770268,22.1450372,22.43770268,3310080
10/29/2020,21.91740417,22.1775524,21.78733081,22.11251497,7838536
11/1/2020,21.85237503,21.98244843,21.78733758,21.88489376,2988286
11/2/2020,22.24259186,22.27511058,21.75481705,21.85237171,4496656
11/3/2020,22.37266541,22.63281215,22.27510925,22.27510925,5746015
11/4/2020,22.53525543,22.60029287,22.40518206,22.40518206,3215008
11/5/2020,22.50273895,22.53525617,22.37266558,22.53525617,3110272
11/8/2020,22.66533089,22.66533089,22.37266542,22.40518264,3446986
11/9/2020,23.08806992,23.08806992,22.69784979,22.69784979,8100476
11/10/2020,23.22062874,23.38484823,23.12209614,23.31915983,10880209
11/11/2020,23.31916237,23.31916237,23.15494286,23.22063127,5109026
11/12/2020,23.15493965,23.28631494,23.08925125,23.25347225,3220298
11/15/2020,23.1877861,23.25347451,23.08925349,23.1220977,4929100
11/16/2020,23.25347328,23.25347328,23.15494068,23.15494068,5024217
11/17/2020,23.31916237,23.31916237,23.22063127,23.25347548,5190057
11/18/2020,23.31916237,23.31916237,23.22063127,23.28631816,4405324
11/19/2020,23.25347328,23.35200437,23.22062908,23.25347328,3511315
11/22/2020,23.1877861,23.3520056,23.1877861,23.2863172,4165628
11/23/2020,23.31916237,23.31916237,23.15494286,23.18778707,5414975
11/24/2020,23.45053673,23.54906934,23.25347454,23.28631723,6892840
11/25/2020,23.45053673,23.64760043,23.45053673,23.48338093,8206568
11/26/2020,23.58190918,23.58190918,23.25347174,23.4505339,11382457
11/29/2020,23.48338318,23.58191428,23.45053897,23.48338318,3778039
11/30/2020,23.64760017,23.64760017,23.25347429,23.48338068,13008967
12/1/2020,23.61475754,23.64760174,23.41769382,23.41769382,4545033
12/2/2020,23.58190918,23.64759758,23.4505339,23.5162223,3610993
12/3/2020,23.54906845,23.54906845,23.48338005,23.54906845,2629749
12/6/2020,23.45053673,23.58191202,23.45053673,23.58191202,2302563
12/7/2020,23.41769409,23.4505383,23.28631879,23.41769409,4462207
12/8/2020,23.38484955,23.38484955,23.31916114,23.35200535,2494990
12/9/2020,23.41769409,23.4505383,23.31916299,23.3848514,2968987
12/10/2020,23.31916237,23.41769347,23.31916237,23.38485078,3166686
12/13/2020,23.25347328,23.35200437,23.25347328,23.31916017,2837548
12/14/2020,23.25347328,23.25347328,23.18778488,23.22062908,3345614
12/15/2020,23.28631401,23.41768929,23.18778293,23.18778293,4311416
12/16/2020,23.38484955,23.38484955,23.25347425,23.31916114,2877601
12/17/2020,23.12209702,23.38484912,23.12209702,23.35200491,11489530
12/20/2020,23.12209702,23.28631651,23.12209702,23.25347382,3409015
12/21/2020,22.8593483,23.0892547,22.76081568,22.9907236,8168937
12/22/2020,22.99071884,22.99071884,22.76081097,22.76081097,3507998
12/23/2020,22.92503738,22.99072428,22.89219318,22.99072428,2738813
12/24/2020,22.99071884,23.12209412,22.92503196,22.92503196,3876887
12/27/2020,23.0235672,23.08925409,22.8921919,22.95787879,2790324
12/28/2020,23.05640984,23.05640984,22.95787723,23.02356563,2750469
12/29/2020,23.05640984,23.05640984,22.89219034,23.02356563,3862225
12/30/2020,23.0235672,23.0564114,22.9250361,23.0235672,3854416
12/31/2020,22.99071884,23.08924992,22.95787464,23.02356304,3984239
1/3/2021,22.89219666,22.99072777,22.89219666,22.99072777,1974842
1/4/2021,22.89219666,22.99072777,22.85935244,22.89219666,2807501
1/5/2021,22.89219666,22.92504087,22.76081981,22.92504087,4695225
1/6/2021,22.8593483,22.9578794,22.79365989,22.8921925,3659585
1/7/2021,22.92503738,22.92503738,22.79366056,22.82650477,3905314
1/10/2021,22.99071884,23.15493832,22.95787464,22.99071884,4439506
1/11/2021,23.12209702,23.12209702,22.92503483,22.99072172,5483300
1/12/2021,23.08925438,23.08925438,22.99072328,23.05641169,4123459
1/13/2021,23.08925438,23.08925438,23.02356749,23.05641169,2528144
1/14/2021,22.99071884,23.05640724,22.95787464,23.02356304,2766089
1/17/2021,22.8593483,22.9907236,22.8593483,22.9907236,2789088
1/18/2021,22.9578743,22.9578743,22.85934322,22.85934322,2456820
1/19/2021,22.92503738,22.95788007,22.85934897,22.92503738,3373270
1/20/2021,22.8593483,22.92503671,22.82650409,22.8593483,2921453
1/21/2021,22.8593483,22.92503671,22.8593483,22.8593483,2112316
1/24/2021,22.9578743,22.9578743,22.85934322,22.85934322,1982081
1/25/2021,22.82649994,22.95787522,22.82649994,22.89218834,3240630
1/26/2021,22.7936573,22.92503411,22.7936573,22.8265015,2477760
1/27/2021,22.8593483,22.8921925,22.79365989,22.82650409,2866440
1/28/2021,22.82649994,22.92503254,22.79365574,22.79365574,3759479
1/31/2021,22.76081467,22.89219148,22.72797198,22.82650307,2407707
2/1/2021,22.43237686,22.76081434,22.43237686,22.76081434,3663478
2/2/2021,22.4652195,22.629439,22.4652195,22.4980637,2576872
2/3/2021,22.33384323,22.49806272,22.33384323,22.46521852,2941393
2/4/2021,22.30099678,22.36668366,22.26815107,22.33383946,4935362
2/7/2021,22.39953232,22.49806341,22.30100123,22.33384391,2766707
2/8/2021,22.53090858,22.69512809,22.39953329,22.39953329,2996544
2/9/2021,22.66228485,22.92503698,22.56375375,22.56375375,4447508
2/10/2021,22.6294384,22.79365789,22.56375151,22.79365789,2601531
2/11/2021,22.69512749,22.69512749,22.56375219,22.59659639,2337586
2/14/2021,22.69512749,22.76081438,22.66228328,22.66228328,3255622
2/15/2021,22.76081467,22.92503568,22.69512778,22.69512778,4635824
2/16/2021,22.89219666,22.92504087,22.76081981,22.76081981,3787210
2/17/2021,22.82649994,22.95787522,22.76081154,22.92503254,3947335
2/18/2021,22.82649994,23.0892505,22.79365574,22.82649994,8857618
2/21/2021,22.82649994,22.85934414,22.76081154,22.82649994,3533345
2/22/2021,22.72796822,22.82649929,22.66227982,22.7608109,5997354
2/23/2021,22.7936573,22.89218991,22.7608131,22.7608131,4442620
2/24/2021,22.69512749,22.79365858,22.66228328,22.76081438,5098508
2/25/2021,22.69512749,22.79365858,22.66228328,22.69512749,8707846
2/28/2021,22.6294384,22.6622826,22.53090731,22.59659571,3132127
3/1/2021,22.66228485,22.66228485,22.56375375,22.59659796,4097591
3/2/2021,22.6294384,22.6951268,22.59659571,22.6294384,3780935
3/3/2021,23.0235672,23.0235672,22.5965971,22.62943978,10986738
3/4/2021,23.12209702,23.18778542,22.92503483,22.99072172,10967556
3/7/2021,23.516222,23.64759728,23.22062724,23.22062724,12244795
3/8/2021,23.58190918,23.64759758,23.38484702,23.5162223,12526203
3/9/2021,23.516222,23.64759728,23.4505336,23.58190888,6298721
3/10/2021,23.516222,23.58190888,23.4176894,23.4505336,5603854
3/11/2021,23.58190918,23.58190918,23.4505339,23.5162223,5423393
3/14/2021,23.516222,23.5490662,23.4505336,23.516222,3320312
3/15/2021,23.45053673,23.58191202,23.45053673,23.48338093,4818365
3/16/2021,23.45053673,23.54906934,23.38484984,23.48338093,6296130
3/17/2021,23.31916237,23.45053767,23.22063127,23.41769347,5130973
3/18/2021,23.12209702,23.4176918,23.12209702,23.28631651,8637018
3/21/2021,23.25347328,23.28631597,22.99072119,23.02356539,4019162
3/22/2021,23.352005,23.38484921,23.18778551,23.25347391,4609176
3/23/2021,23.28685379,23.41954215,23.25368132,23.41954215,4686742
3/24/2021,23.15416527,23.22050868,23.1209928,23.22050868,2876260
3/25/2021,23.08782005,23.22050841,23.08782005,23.22050841,3686392
3/28/2021,22.98830795,23.08782539,22.955137,23.02148043,2992966
3/29/2021,23.32002449,23.32002449,22.92195942,22.98830283,3660726
3/30/2021,23.25368309,23.32002651,23.1541672,23.32002651,2999877
3/31/2021,23.883955,23.883955,23.41954492,23.883955,23775632
4/1/2021,23.51906204,23.75126786,23.51906204,23.71809538,4971082
4/4/2021,23.58540344,23.65174686,23.45271508,23.5190585,4130272
4/5/2021,23.61857605,23.61857605,23.48588769,23.51905863,3595141
4/6/2021,23.51906204,23.585407,23.51906204,23.55223452,4465080
4/7/2021,23.51906204,23.51906204,23.51906204,23.51906204,0
4/8/2021,23.61857605,23.61857605,23.48588769,23.51905863,5377079
4/11/2021,23.61857605,23.61857605,23.61857605,23.61857605,0
4/12/2021,23.65174866,23.71809361,23.55223276,23.58540524,5728291
4/13/2021,23.51906204,23.71809538,23.51906204,23.585407,3845548
4/14/2021,23.61857605,23.61857605,23.51905863,23.51905863,6740987
4/15/2021,23.61857605,23.61857605,23.51905863,23.5522311,4692295
4/18/2021,23.58540344,23.65174686,23.55223097,23.55223097,4049249
4/19/2021,23.58540344,23.58540344,23.5190585,23.58540344,5282626
4/20/2021,23.58540344,23.58540344,23.5190585,23.55223097,3848031
4/21/2021,23.48588753,23.55223094,23.48588753,23.51905847,4756852
4/22/2021,23.48588753,23.55223094,23.45271505,23.48588753,4903002
4/25/2021,23.45271301,23.55222889,23.41954054,23.48588548,2797343
4/26/2021,23.48588753,23.48588753,23.41954258,23.41954258,3336247
4/27/2021,23.48588753,23.48588753,23.38637011,23.41954258,4536818
4/28/2021,23.75126266,23.91712349,23.55222937,23.58540184,25029052
4/29/2021,23.48588753,23.71809178,23.48588753,23.65174683,8977903
5/2/2021,23.51906204,23.55223452,23.41954614,23.4858911,4950797
5/3/2021,23.48588753,23.55223094,23.45271505,23.51905847,3756344
5/4/2021,23.65174866,23.68492113,23.55223276,23.61857771,7574342
5/5/2021,23.65174866,23.71809361,23.61857771,23.65174866,5521602
5/6/2021,23.65174866,23.68492113,23.58540524,23.65174866,6346875
5/9/2021,23.68492317,23.68492317,23.61857975,23.65175069,4149547
5/10/2021,23.75126266,23.78443514,23.65174525,23.65174525,7590016
5/17/2021,23.81947517,23.81947517,23.71897165,23.78597348,8129714
5/18/2021,23.81947517,23.85297687,23.75247179,23.81947517,4286166
5/19/2021,23.75247002,23.81947339,23.71896987,23.78597171,2613688
5/20/2021,23.75247002,23.78597171,23.71896987,23.75247002,5646472
5/23/2021,23.75247002,23.75247002,23.68546819,23.71896987,3623162
5/24/2021,23.68546867,23.75247051,23.68546867,23.75247051,3487626
5/25/2021,23.71897125,23.7524714,23.65196787,23.68546956,8294871
5/26/2021,23.651968,23.71897138,23.651968,23.71897138,5567732
5/27/2021,23.61846161,23.71896666,23.61846161,23.65196329,11372771
5/30/2021,23.651968,23.651968,23.58496462,23.61846631,4189668
5/31/2021,23.651968,23.651968,23.58496462,23.651968,3452486
6/1/2021,23.71897125,23.78597309,23.65196787,23.65196787,5402535
6/2/2021,23.71897125,23.7524714,23.65196787,23.71897125,4516423
6/3/2021,23.68546867,23.75247051,23.65196698,23.71897036,5512052
6/6/2021,23.71897125,23.7524714,23.68546956,23.71897125,7058255
6/7/2021,23.75247002,23.75247002,23.68546819,23.71896987,4910574
6/8/2021,23.71897125,23.7524714,23.65196787,23.71897125,5905413
6/9/2021,23.71897125,23.7524714,23.68546956,23.71897125,9394375
6/10/2021,23.71897125,23.7524714,23.65196787,23.71897125,11913281
6/13/2021,23.71897125,23.7524714,23.65196787,23.71897125,8006300
6/14/2021,23.651968,23.71897138,23.61846631,23.68546969,6642514
6/15/2021,23.651968,23.68546969,23.58496462,23.651968,6122051
6/16/2021,23.651968,23.71897138,23.61846631,23.651968,4412861
6/17/2021,23.61846161,23.71896666,23.61846161,23.65196329,14730099
6/20/2021,23.651968,23.68546969,23.61846631,23.651968,4669834
6/21/2021,23.651968,23.68546969,23.61846631,23.61846631,4164021
6/22/2021,23.651968,23.68546969,23.61846631,23.651968,9694458
6/23/2021,23.58496284,23.65196622,23.58496284,23.65196622,4923961
6/24/2021,23.55146599,23.61846938,23.55146599,23.58496768,5888717
6/27/2021,23.55146599,23.55146599,23.55146599,23.55146599,0
6/28/2021,23.51795959,23.55145973,23.48445791,23.55145973,6209565
6/29/2021,23.651968,23.651968,23.4509594,23.51796279,8813051
6/30/2021,23.51795959,23.61846311,23.45095622,23.58496142,15897528
7/1/2021,23.45096016,23.51796354,23.45096016,23.51796354,5993373
7/4/2021,23.48446465,23.55146649,23.45096295,23.45096295,9168951
7/5/2021,23.41745758,23.48446096,23.38395744,23.45095927,5891538
7/6/2021,23.41745758,23.45095927,23.35045575,23.41745758,4756096
7/7/2021,23.41745758,23.45095927,23.31695405,23.38395744,7154588
7/8/2021,23.35045815,23.41745999,23.31695645,23.35045815,5872244
7/11/2021,23.18295097,23.38395959,23.18295097,23.3504579,5070036
7/12/2021,23.14944649,23.2834517,23.04894296,23.18294818,6005225
7/13/2021,23.28345299,23.38395806,23.14944777,23.18294946,5096357
